Category,Description,Cholesterol,Sugar
BABYFOOD,"BABYFOOD,CRL,MXD,W/BANANAS,DRY",0,6.679999828
BABYFOOD,"BABYFOOD,CRL,MXD,W/APPLSAUC&BANANAS,STR",0,7.789999962
BABYFOOD,"BABYFOOD,CRL,MXD,W/ APPLSAUC & BANANAS,JR",0,7.789999962
BABYFOOD,"BABYFOOD,CRL,OATMEAL,DRY",0,3.839999914
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/BANANAS,DRY",0,13.75
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,STR",0,10.48999977
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,JR",0,9.479999542
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/HONEY,DRY",0,0
BABYFOOD,"BABYFOOD,CEREAL,RICE,DRY",0,0.119999997
BABYFOOD,"BABYFOOD,CRL,RICE,W/APPLSAUC&BANANAS,STR",0,2.24000001
BABYFOOD,"BABYFOOD,CRL,W/EGG YOLKS,STR",63,0
BABYFOOD,"BABYFOOD,CRL,W/EGG YOLKS,JR",63,0
BABYFOOD,"BABYFOOD,CRL,W/EGGS,STR",51,0
BABYFOOD,"BABYFOOD,CRL,EGG YOLKS&BACON,JR",94,0
BABYFOOD,"BABYFOOD,OATMEAL CRL W/FRUIT,DRY,INST,TODD",0,11.09000015
BABYFOOD,"BABYFOOD,COOKIE,BABY,FRUIT",4,24.20000076
BABYFOOD,"BABYFOOD,CRACKERS,VEG",0,13
BABYFOOD,"BABYFOOD,CRL,RICE,W/MXD FRUIT,JR",0,10.5
BABYFOOD,"BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,DRY",0,0
BABYFOOD,"BABYFOOD,CRL,RICE,W/BANANAS,DRY",0,16.70000076
BABYFOOD,"BABYFOOD,COOKIES",0,24.89999962
BABYFOOD,"BABYFOOD,COOKIES,ARROWROOT",1,0
BABYFOOD,"BABYFOOD,PRETZELS",0,3.079999924
BABYFOOD,"BABYFOOD,TEETHING BISCUITS",0,28.5
No Category,ZWIEBACK,21,12.39999962
BABYFOOD,"BABYFOOD,DSSRT,DUTCH APPL,STR",0,17.88999939
BABYFOOD,"BABYFOOD,DSSRT,DUTCH APPL,JR",0,17.88999939
BABYFOOD,"BABYFOOD,CHERRY COBBLER,JR",0,10.39000034
BABYFOOD,"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,STR",10,9.149999619
BABYFOOD,"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,JR",10,16.97999954
BABYFOOD,"BABYFOOD,DSSRT,FRUIT PUDD,ORANGE,STR",3,0
BABYFOOD,"BABYFOOD,DSSRT,PEACH COBBLER,STR",0,10.61999989
BABYFOOD,"BABYFOOD,DSSRT,PEACH COBBLER,JR",0,11.89000034
BABYFOOD,"BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR",0,10.27999973
BABYFOOD,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,STR",0,12.60000038
BABYFOOD,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,JR",0,12
BABYFOOD,"BABYFOOD,DSSRT,TROPICAL FRUIT,JR",0,0
BABYFOOD,"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,STR",8,11.5
BABYFOOD,"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,JR",38,12.19999981
BABYFOOD,"BABYFOOD,JUC,APPL&GRAPE",0,10.89999962
BABYFOOD,"BABYFOOD,JUC,FRUIT PUNCH,W/CA",0,10.60000038
BABYFOOD,"BABYFOOD,JUC,APPL&CHERRY",0,8.979999542
BABYFOOD,"BABYFOOD,JUC,APPL,W/CA",0,9
BABYFOOD,"BABYFOOD,DINNER,VEG&CHICK,JR",7,1.460000038
BABYFOOD,"BABYFOOD,DINNER,MXD VEG,STR",0,0
BABYFOOD,"BABYFOOD,DINNER,MXD VEG,JR",0,0
BABYFOOD,"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,JR",0,7.099999905
BABYFOOD,"BABYFOOD,VEG,MIX VEG JR",0,1.779999971
BABYFOOD,"BABYFOOD,VEG,GARDEN VEG,STR",0,2.569999933
BABYFOOD,"BABYFOOD,VEG,MIX VEG STR",0,1.570000052
BABYFOOD,"BABYFOOD,DINNER,BF NOODLE,JR",8,1.450000048
BABYFOOD,"BABYFOOD,APPLS W/HAM,STR",8,7.980000019
BABYFOOD,"BABYFOOD,CARROTS&BF,STR",8,2.039999962
BABYFOOD,"BABYFOOD,PLUMS,BANANAS&RICE,STR",0,9.300000191
BABYFOOD,"BABYFOOD,DINNER,TURKEY,RICE,AND VEG,TODD",7,0.660000026
BABYFOOD,"BABYFOOD,DINNER,APPLS&CHICK,STR",5,7.900000095
BABYFOOD,"BABYFOOD,DINNER,BROCCOLI & CHICK,JR",13,1.429999948
BABYFOOD,"BABYFOOD,DINNER,SWT POTATOES&CHICK,STR",11,5.369999886
BABYFOOD,"BABYFOOD,DINNER,POTATOES W/CHS&HAM,TODD",6,0.800000012
BABYFOOD,"BABYFOOD,CRL,BARLEY,PREP W/WHL MILK",0,0
BABYFOOD,"BABYFOOD,CRL,HI PROT,PREP W/WHL MILK",0,0
BABYFOOD,"BABYFOOD,CRL,MXD,PREP W/WHL MILK",11,0
BABYFOOD,"BABYFOOD,CRL,MXD,W/BANANAS,PREP W/WHL MILK",11,0
BABYFOOD,"BABYFOOD,CRL,OATMEAL,PREP W/WHL MILK",11,0
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/BANANAS,PREP W/WHL MILK",0,0
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/HONEY,PREP W/WHL MILK",0,0
BABYFOOD,"BABYFOOD,CRL,RICE,PREP W/WHL MILK",11,0
BABYFOOD,"BABYFOOD,CRL,RICE,W/HONEY,PREP W/WHL MILK",0,0
BABYFOOD,"BABYFOOD,CRL,MXD,W/HONEY,PREP W/WHL MILK",0,0
BABYFOOD,"BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,PREP W/WHL MILK",0,0
BABYFOOD,"BABYFOOD,CRL,RICE,W/BANANAS,PREP W/WHL MILK",11,0
INF FORMULA,"INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,RTF",4,5
INF FORMULA,"INF FORMULA,NES,G START SUPR,W/ IRON,LIQ CONC,NOT RECON",2,9.699999809
INF FORMULA,"INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,PDR",32,39.29999924
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,W/IRON,RTF",1,7.179999828
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,W/IRON,LIQ CONC, NOT REC",1,13.96000004
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,W/ IRON,PDR",17,56
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,RTF",1,7.179999828
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,LIQ CNC, NOT REC",1,14
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMILLIPIL,W/IRN,PDR,W/ ARA & DHA",17,56
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,PDR,NOT RECON",17,56
INF FORMULA,"INF FORMULA,MEAD JOHNSON,LOFENALAC,W/ IRON,PDR,NOT RECON",0,50.40000153
INF FORM,"INF FORM,MEAD JOHNS,ENFAM,LIP,W/ IR,LIQ CONC,W/ ARA & DHA",1,14
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/ IRON,RTF",0,5.130000114
INF FORM,"INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,PDR,NOTRECN",0,55
INF FORMMEAD JOHN,"INF FORMMEAD JOHN,ENFAMIL LIPIL,W/ IRON,RTF,W/ ARA & DHA",1,7.179999828
INF FORM,"INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,LC,NOT RECON",0,13.07999992
INF FORM,"INF FORM,ME JOHNS,ENFAMIL,LIPIL,LO IRON,PDR,W/ ARA & DHA",17,56
INF FORM,"INF FORM,ME JOHNS,ENFAM,LIP,LO IRON,LIQ CONC,W/ ARA & DHA",2,14.23999977
CHILD FORMULA,"CHILD FORMULA,MEAD JOHNSON,PORTAGEN,W/ IRON,PDR,NOT RECON",4,54
CHILD FORMULA,"CHILD FORMULA,MEAD JOHNSON,PORTAGEN,W/ IRON,PREP FROM PDR",1,7.400000095
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,PREGESTIMIL,W/IRON,PDR,NOT RECON",2,51
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,PREGESTIMIL,W/IRON,PREP FROM PDR",0,6.630000114
INF FORMULA,"INF FORMULA,MEAD JOHNSON,PROSOBEE,W/ IRON,RTF",0,6.110000134
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,PROSOBEE,W/IRON,LIQ CNC, NOT REC",0,13.57999992
INF FOR,"INF FOR,ME JOHN,ENFAM,LIPIL,LO IRON,READY TO FE,W/ ARA & DHA",1,7.179999828
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,PROSOBEE,IRON,PDR,NOT RECON",0,53
INF FOR,"INF FOR,ME JOHNS,ENFAMIL,LACTOF LIPIL,W/ IR,PDR,W/ ARA & DHA",7,57
INF FOR,"INF FOR,MEA JO,ENF,LACT,LIPIL,W/ IR,LI CO,NO REC,W/ AR & DH",2,13.96000004
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,LIPIL,RTF,W/ ARA & DHA",1,6.440000057
INF FORM,"INF FORM,AB NUTR,SIMIL,PM 60/40,PDR,NOT RECON (FORM RO)",17,52.38000107
INF FOR,"INF FOR,ME JOH,ENF,NUTR LIPIL,W/ IRO,PDR,NOT RE,W/ ARA & DHA",0,51
INF FOR,"INF FOR,ABB NUT,SIMI NAT CA,ADVA,RTF,W/ ARA & DHA,(FOR ROS)",2,8.199999809
INF FOR,"INF FOR,ABB NU,SIM,SP CA,AD 24,W/ IRO,R,W/ ARA & DHA,(FO RO)",2,8.300000191
INF FORM,"INF FORM,ABB NUTR,SIMI,ISO,W/ IRON,RTF,(FOR RO)",0,6.699999809
INF FORM,"INF FORM,ABBOTT NUTR,SIMI,ISO,W/ IRON,LIQ CONC,(FORM ROSS)",0,13.10000038
INF FORMULA,"INF FORMULA,A NUTR,SIM,IS,W/ IRON,PDR,NOT RECON,(FORROSS)",0,52.97000122
INF FO,"INF FO,ME JO,ENF,NUTR,LIPIL,W/ IR,LIQ CO NOT RE,W/ ARA & DHA",0,9.869999886
INF FO,"INF FO,ME JOHN,EN,NUTR LIPIL,W/ IRON,RE TO FE,W/ ARA & DHA",0,5.130000114
INF FORM,"INF FORM,ABBO NUTR,SIMILAC,ALIMENTUM,W/ IRON,RTF,(FORM RO)",1,4.400000095
INF FORM,"INF FORM,MEAD JOHNSON,ENFAMIL,ENFACARE LIPIL,PDR,ARA&DHA",0,51
INF FORMULA,"INF FORMULA,ABBOTT NUTR,SIMILAC,W/ IRON,RTF,(FORMERLY ROSS)",2,6.900000095
INF FORM,"INF FORM,ABB NUTR,SIMI,W/ IRON,LIQ CONC,NOT RECON,(FORM RO)",3,13.76000023
INF FO,"INF FO,ME JOHN,EN,PROS LIPIL,W/ IRON,PDR,NOT RE,W/ ARA & DHA",0,53
INF FORM,"INF FORM,ABBONUTR,SIMIL,W/ IRON,PDR,NOT REC,(FORME RO)",14,54.72999954
INF FORM,"INF FORM,MEJOH,ENFA,PROSO,LIPIL,LIQ CONC,NOT RE W/ ARA & DHA",0,13.57999992
INF FORMULA,"INF FORMULA,ABBOTT NUTR,SIMILAC,LO IRON,RTF,(FORMERLY ROSS)",2,6.929999828
INF FORM,"INF FORM,AB NUTR,SIMILAC,LO IRON,LIQ CONC,NOT REC,(FORM RO)",3,13.76000023
INF FOR,"INF FOR,MEJOHN,PROSOBEE LIPIL,W/ IRON,RE TO FE,W/ ARA & DHA",0,6.110000134
INF FORM,"INF FORM,ABBO NUTR,SIMI,LO IRON,PDR,NOT REC,(FORM R)",14,54.70000076
CHILD FORMULA,"CHILD FORMULA,ABBOTT NUTR,PEDIASURE,RTF,(FORMERLY ROSS)",2,10.5
INF FORMU,"INF FORMU,MEAD JOHNS,NEXT STEP,PROSO LIPIL,PDR,W/ ARA & DHA",0,56
INF FORM,"INF FORM,ME JO,NEXT STEP,PROSO,LIPIL,REATO FEED,W/ ARA & DHA",0,7.769999981
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE,RTF",1,7.179999828
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE,W/ IRN,PDR,NOTREC",8,57
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE,W/ IRN,LQCN,NOREC",2,13.96000004
INF FORMU,"INF FORMU,PBM PRO,ULTRA BRI BEGINN,RTF (FORME WYETH-AYERST)",4,6.400000095
INF FOR,"INF FOR,PBM PR,UL BRI BEGI,LIQ CONC,NOT (FOR WYETH-AYERST)",8,13.89999962
INF FORM,"INF FORM, PBM PROD, ULTRA BRIG BEGINN, PDR, ( WYETH-AYERST)",32,56
INF FORM,"INF FORM,PBM,ULTRABRIGHTBEGIN,SOY,RTF,(FORM WY-AY)",0,6.099999905
INF FOR,"INF FOR,PBM PROD,ULTRA BRIGHT BEGI,S,LIQ CO,(FORME WYE-AYER)",0,12.18000031
INF FORM,"INF FORM,PBM,ULTRA BRIGHT BEGIN,SOY,PDR (FORM WYETH-AYERST)",0,52.20000076
INF FORMULA,"INF FORMULA,NESTLE,GOOD START 2 ESSENTIALS,W/ IRON,RTF",1,6.190000057
INF FOR,"INF FOR,NE,GOOD START 2 ESSENT,W/ IRON,LIQ CONC,NOT RECON",2,11.89999962
INF FORMULA,"INF FORMULA,NESTLE,GOOD START 2 ESSENTIALS,W/ IRON,PDR",6,44.29999924
INF FORMULA,"INF FORMULA,NESTLE,GOOD START ESSENTIALS SOY,W/ IRON,RTF",0,5.690000057
INF FORMULA,"INF FORMULA,NES,G START ES,SOY,W/ IRON,LIQ CONC,NOT RECON",0,11.19999981
INF FORMULA,"INF FORMULA,NESTLE,GOOD START ESSENTIALS SOY,IRON,PDR",0,44.38000107
INF FORMULA,"INF FORMULA,MEAD JOHNSON,NEXT STEP PROSOBEE,PDR,NOT RECON",0,56
INF FORMULA,"INF FORMULA,MEAD JOHNSON,NEXT STEP PROSOBEE,PREP FROM PDR",0,7.769999981
BABYFOOD,"BABYFOOD,CORN & SWT POTATOES,STR",1,4
Infa for,"Infa for, A N, SI, ALI, ADVA ready, withARA and DHA, (fo R)",1,4.400000095
INF FORM,"INF FORM,PBM PRODU,STORE BRAND,RTF (FORM WYETH-AYERST)",4,6.400000095
INF FORM,"INF FORM,PBM PROD,STORE BRAND,LC,NOT REC (FORM WYETH-AYERST)",8,13.89999962
INF FORMULA,"INF FORMULA,PBM PRODUCTS,STORE BR,PDR,(FORME WYETH-AYERST)",32,56
INF FORMULA,"INF FORMULA,PBM PRO,STORE BRAND,SOY,RTF,(FOR WYETH-AYERST)",0,6.099999905
INF FOR,"INF FOR,PBM PR,STORE BR,SOY,LIQ CONC,NOT RE (FOR WY-AYERST)",0,12.18000031
INF FORM,"INF FORM,PBM PRODU,STORE BRA,SOY,PDR,(FORMER WYETH-AYERST)",0,52.20000076
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,AR LIPIL,RTF,W/ ARA & DHA",1,6.440000057
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,AR LIPIL,PDR,W/ ARA & DHA",17,56.02999878
INF FORM,"INF FORM,ABB NUTR,SIMI NEOS ADV,RTF,W/ ARA & DHA,(FORM ROSS)",2,6.900000095
INF FORM,"INF FORM,ABBOTT NUTR,NEOSURE ADVANCE,PDR,ARA&DHA (FORM ROSS)",14,52.02000046
INF FOR,"INF FOR,ABBOTT NUTR,LA F ADVA,RTF,W/ ARA & DHA,(FORME RO)",2,7.400000095
INF FOR NUTR,"INF FOR NUTR,SI LAC ADVA,LIQ CONCENTW/ ARA & DHA,(FORME R)",4,13.77999973
INF FORM,"INF FORM,ABBNUTR,LACT FREE ADVA,PDR,W/ ARA & DHA,(FOR RO)",15,55.66999817
INF FORM,"INF FORM,ABB NUTR,SIMI,ADVA,W/ IRON,RTF,(FORM ROSS)",2,6.900000095
INF FORM,"INF FORM,ABB NUTR,SIMI,ADVA,W/ IRON,PDR,N REC(FORMERLY ROSS)",14,54.72999954
INF FOR,"INF FOR,AB N,SII,ADVANCE,W/ IR,LIQ CO,NOT RECON,(FORME ROS)",3,13.52000046
INF FORM,"INF FORM,ABB NUTR,SIMI,ISO,ADVANCE W/ IR,LI CONC,(FORM RO)",0,13.10000038
INF FORMULA,"INF FORMULA,ABB NUTR,SIMI,ISO,ADVA W/ IRON,RTF,(FORM RO)",0,6.699999809
INF FORM,"INF FORM,AB NUTR,SIMI,ISOMIL,ADV W/ IRON,PDR,NOT RE,(FOR RO)",0,52.97000122
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,ENFACARE LIPIL,RTF, ARA&DHA",1,7.400000095
FAT,"FAT,BEEF TALLOW",109,0
No Category,LARD,95,0
SALAD DRSNG,"SALAD DRSNG,KRAFT MAYO LT MAYO",35,4.199999809
SALAD DRSNG,"SALAD DRSNG,KRAFT MIRACLE WHIP LT DRSNG",26,9.899999619
SALAD DRSNG,"SALAD DRSNG,KRAFT MAYO FAT FREE MAYO DRSNG",10,6.800000191
SALAD DRSNG,"SALAD DRSNG,KRAFT MIRACLE WHIP FREE NONFAT DRSNG",9,10.30000019
SALAD DRSNG,"SALAD DRSNG,RUSSIAN DRSNG",0,17.68000031
SALAD DRSNG,"SALAD DRSNG,SESAME SD DRSNG,REG",0,8.319999695
SALAD DRSNG,"SALAD DRSNG,1000 ISLAND,COMM,REG",26,15.18000031
SALAD DRSNG,"SALAD DRSNG,MAYO TYPE,REG,W/SALT",26,6.400000095
SALAD DRSNG,"SALAD DRSNG,FRENCH DRSNG,RED FAT",0,16.86000061
SALAD DRSNG,"SALAD DRSNG,ITALIAN DRSNG,RED FAT",6,4.550000191
SALAD DRSNG,"SALAD DRSNG,RUSSIAN DRSNG,LO CAL",6,21.87000084
SALAD DRSNG,"SALAD DRSNG,1000 ISLAND DRSNG,RED FAT",11,17.30999947
SALAD DRSNG,"SALAD DRSNG,MAYO,SOYBN OIL,W/SALT",38,1.080000043
SALAD DRSNG,"SALAD DRSNG,MAYO,SOYBN&SAFFLOWER OIL,W/SALT",59,0.479999989
SALAD DRSNG,"SALAD DRSNG,MAYO,IMITN,SOYBN",24,6
SALAD DRSNG,"SALAD DRSNG,MAYO,IMITN,MILK CRM",43,0
SALAD DRSNG,"SALAD DRSNG,MAYO,IMITN,SOYBN WO/CHOL",0,6
SANDWICH SPRD,"SANDWICH SPRD,W/CHOPD PICKLE,REG,UNSPEC OILS",76,15.18000031
SHORTENING,"SHORTENING,HOUSEHOLD,SOYBN (HYDR) -COTTONSEED (HYDR)",0,0
OIL,"OIL,SOYBN,SALAD OR COOKING,(PARTIALLY HYDROGENATED)",0,0
OIL,"OIL,VEG,RICE BRAN",0,0
OIL,"OIL,WHEAT GERM",0,0
OIL,"OIL,PNUT,SALAD OR COOKING",0,0
OIL,"OIL,SOYBN,SALAD OR COOKING",0,0
VEGETABLE OIL,"VEGETABLE OIL,COCONUT",0,0
OIL,"OIL,OLIVE,SALAD OR COOKING",0,0
OIL,"OIL,VEGETABLE,PALM",0,0
OIL,"OIL,SESAME,SALAD OR COOKING",0,0
OIL,"OIL,VEG,SUNFLOWER,LINOLEIC (LESS THAN 60%)",0,0
MARGARINE,"MARGARINE,REG,HARD,SOYBN (HYDR)",0,0
MARGARINE,"MARGARINE,REG,LIQ,SOYBN (HYDR&REG)&CTTNSD",0,0
SALAD DRSNG,"SALAD DRSNG,ITALIAN DRSNG,COMM,REG",0,8.319999695
SALAD DRSNG,"SALAD DRSNG,KRAFT RANCH DRSNG",28,4
SALAD DRSNG,"SALAD DRSNG,KRAFT ZESTY ITALIAN DRSNG",0,4.300000191
SALAD DRSNG,"SALAD DRSNG,KRAFT LT DONE RIGHT! RANCH DRSNG",28,4.199999809
SALAD DRSNG,"SALAD DRSNG,KRAFT LT DONE RIGHT! ITALIAN DRSNG",1,4.900000095
SALAD DRSNG,"SALAD DRSNG,KRAFT FREE FAT FREE RANCH DRSNG",1,6.099999905
SALAD DRSNG,"SALAD DRSNG,FRENCH DRSNG,COMM,REG",0,15.94999981
SALAD DRSNG,"SALAD DRSNG,KRAFT FREE FAT FREE ITALIAN DRSNG",3,6.599999905
MARGARINE-LIKE SPRD,"MARGARINE-LIKE SPRD,(APPROXIMATELY 37% FAT),UNSPEC OILS",0,0
MARGARINE,"MARGARINE,REG,UNSPEC OILS,WO/ SALT",0,0
MARGARINE,"MARGARINE,REG,UNSPEC OILS,W/SALT",0,0
SALAD DRSNG,"SALAD DRSNG,FRENCH,HOME RECIPE",0,0
SALAD DRSNG,"SALAD DRSNG,HOME RECIPE,CKD",57,9.069999695
SALAD DRSNG,"SALAD DRSNG,HOME RECIPE,VINEGAR&OIL",0,2.5
SALAD DRSNG,"SALAD DRSNG,FRENCH DRSNG,COMM,REG,WO/ SALT",0,15.94999981
SALAD DRSNG,"SALAD DRSNG,FRENCH DRSNG,RED FAT,WO/ SALT",0,28.45000076
SALAD DRSNG,"SALAD DRSNG,ITALIAN DRSNG,COMM,REG,WO/ SALT",67,8.319999695
SALAD DRSNG,"SALAD DRSNG,ITALIAN DRSNG,RED FAT,WO/ SALT",6,4.550000191
SALAD DRSNG,"SALAD DRSNG,MAYO,SOYBN OIL,WO/SALT",59,0
SALAD DRSNG,"SALAD DRSNG,FRENCH,CTTNSD,OIL,HOME RECIPE",0,0
SALAD DRSNG,"SALAD DRSNG,FRENCH DRSNG,FAT-FREE",0,16.45000076
OIL,"OIL,VEG,COCOA BUTTER",0,0
OIL,"OIL,VEG,CTTNSD,SALAD OR COOKING",0,0
OIL,"OIL,VEG,SUNFLOWER,LINOLEIC,(APPROX. 65%)",0,0
OIL,"OIL,VEG SAFFLOWER,SALAD OR COOKING,LINOLEIC,(OVER 70%)",0,0
OIL,"OIL,VEG SAFFLOWER,SALAD OR COOKING,OLEIC,OVER 70%",0,0
VEGETABLE OIL,"VEGETABLE OIL,PALM KERNEL",0,0
OIL,"OIL,VEGETABLE,POPPYSEED",0,0
OIL,"OIL,VEGETABLE,TOMATOSEED",0,0
OIL,"OIL,VEGETABLE,TEASEED",0,0
OIL,"OIL,VEGETABLE,GRAPESEED",0,0
OIL,"OIL,VEG,CORN,INDUSTRIAL & RTL,ALLPURP SALAD OR COOKING",0,0
FAT,"FAT,MUTTON TALLOW",102,0
MARGARINE,"MARGARINE,REG,HARD,SUNFLOWER&SOYBN (HYDR)&CTTNSD (HYDR)",0,0
OIL,"OIL,VEGETABLE,WALNUT",0,0
OIL,"OIL,VEGETABLE,ALMOND",0,0
OIL,"OIL,VEG,APRICOT KERNEL",0,0
VEGETABLE OIL,"VEGETABLE OIL,SOYBN LECITHIN",0,0
OIL,"OIL,VEGETABLE,HAZELNUT",0,0
OIL,"OIL,VEGETABLE,BABASSU",0,0
OIL,"OIL,VEGETABLE,SHEANUT",0,0
SALAD DRSNG,"SALAD DRSNG,BLUE OR ROQUEFORT CHS DRSNG,COMM,REG",31,3.480000019
OIL,"OIL,VEGETABLE,CUPU ASSU",0,0
FAT,"FAT,CHICKEN",85,0
OIL,"OIL,SOYBN,SALAD OR COOKING,(HYDR)&CTTNSD",0,0
SHORTENING,"SHORTENING,HOUSEHOLD,LARD&VEG OIL",56,0
OIL,"OIL,VEG,SUNFLOWER,LINOLEIC,(HYDR)",0,0
SHORTENING BREAD,"SHORTENING BREAD,SOYBN (HYDR)&CTTNSD",0,0
SHORTENING FRYING (REG),"SHORTENING FRYING (REG),SOYBN (HYDR)&CTTNSD (HYDR)",0,0
SHORTENING CAKE MIX,"SHORTENING CAKE MIX,SOYBN (HYDR)&CTTNSD (HYDR)",0,0
SHORTENING INDUSTRIAL,"SHORTENING INDUSTRIAL,LARD&VEG OIL",56,0
SHORTENING FRYING (HVY DUTY),"SHORTENING FRYING (HVY DUTY),BF TALLOW&CTTNSD",100,0
SHORTENING CONFECTIONERY,"SHORTENING CONFECTIONERY,COCNT (HYDR)&OR PALM KERNEL (HYDR)",0,0
SHORTENING FRYING HVY DUTY,"SHORTENING FRYING HVY DUTY,SOYBN HYDR,LINOLEIC 30% W/SILICON",0,0
SHORTENING INDUSTRIAL,"SHORTENING INDUSTRIAL,SOYBN (HYDR)&CTTNSD",0,0
SHORTENING FRYING (HVY DUTY),"SHORTENING FRYING (HVY DUTY),PALM (HYDR)",0,0
No Category,SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,0,0
SHORTENING FRYING HVY DUTY,"SHORTENING FRYING HVY DUTY,SOYBN HYDR,LINOLEIC (LESS THAN 1%",0,0
SHORTENING,"SHORTENING,CONFECTIONERY,FRACTIONATED PALM",0,0
OIL,"OIL,VEG,NUTMEG BUTTER",0,0
OIL,"OIL,VEG,UCUHUBA BUTTER",0,0
FAT,"FAT,DUCK",100,0
FAT,"FAT,TURKEY",102,0
FAT,"FAT,GOOSE",100,0
VEGETABLE OIL,"VEGETABLE OIL,AVOCADO",0,0
OIL,"OIL,VEG,CANOLA",0,0
VEGETABLE OIL,"VEGETABLE OIL,MUSTARD",0,0
OIL,"OIL,VEG,SUNFLOWER,HI OLEIC (70% & OVER)",0,0
MARGARINE-BUTTER BLEND,"MARGARINE-BUTTER BLEND,SOYBN OIL & BUTTER",12,0
SHORTENING,"SHORTENING,SPL PURPOSE FOR CAKES&FROSTINGS,SOYBN (HYDR)",0,0
SHORTENING,"SHORTENING,SPL PURPOSE FOR BAKING,SOYBN (HYDR) PALM&CTTNSD",0,0
VEGETABLE OIL,"VEGETABLE OIL,OAT",0,0
FISH OIL,"FISH OIL,COD LIVER",570,0
FISH OIL,"FISH OIL,HERRING",766,0
FISH OIL,"FISH OIL,MENHADEN",521,0
FISH OIL,"FISH OIL,MENHADEN,FULLY HYDR",500,0
FISH OIL,"FISH OIL,SALMON",485,0
FISH OIL,"FISH OIL,SARDINE",710,0
SHORTENING,"SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",0,0
VEGETABLE OIL-BUTTER SPRD,"VEGETABLE OIL-BUTTER SPRD,TUB,SALTED",0,0
BUTTER,"BUTTER,LT,STK,W/SALT",106,0
BUTTER,"BUTTER,LT,STK,WO/SALT",106,0
MEAT DRIPPINGS (LARD,"MEAT DRIPPINGS (LARD,BF TALLOW,MUTTON TALLOW)",101,0
ANIMAL FAT,"ANIMAL FAT,BACON GREASE",95,0
MARGARINE,"MARGARINE,REG,STK,COMP,80% FAT,W/SALT",0,0
MARGARINE,"MARGARINE,REG,TUB,COMP,80% FAT,W/SALT",0,0
MARGARINE,"MARGARINE,VEG OIL SPRD,60% FAT,STK",0,0
MARGARINE,"MARGARINE,MARGARINE-LIKE VEG OIL SPRD,60% FAT,TUB",1,0
MARGARINE,"MARGARINE,VEG OIL SPRD,STICK/TUB/BOTTLE,60% FAT",1,0
SHORTENING,"SHORTENING,VEG,HOUSEHOLD,COMP",0,0
SHORTENING,"SHORTENING,INSTITUTIONAL,COMP",0,0
MARGARINE,"MARGARINE,REG,STK,UNSALTED,COMP,80% FAT",0,0
